texto,etiqueta,tipo,origen,,,,,,,
"¿Será la próxima presi? Con A. ¿Por cual de estas tres Ladies, te gustaría votar? Que se ayuden, ninguna mujer deberia estar ahi",1,explicita,real,,,,,,,
@USER @USER @USER @USER las ineptitudes de la mentada 4T…,0,neutro o no misogino,real,,,,,,,
"Quieren sentirse triste pero su gobierno su dictadura ahí si callan , no tiene. Madres",0,neutro o no misogino,real,,,,,,,
La presidenta tiene razón Pepe Cárdenas defendió que sí es machista que digan que está sometida a la voluntad del expresidente López Obrador.,1,explicita,real,,,,,,,
Solo falta que hagan tambien el de la N4rc**presidenta.,1,explicita,real,,,,,,,
Los de morena como pueden dormir con el pesimo sistema de salud que de igual manera deja morir gente aun teniendo luz. Deverias mirar como estamos antes de hacer estas declaraciones mequetrefe.,0,neutro o no misogino,real,,,,,,,
Hoy en #TuNoticiero Reivindica @USER soberanía energética de #México en 88 aniversario de #ExpropiaciónPetrolera Ataca #Irán principal refinería de #Qatar mientras precio del petróleo supera los 110 dólares por barril A las 21h con @USER y @USER,0,neutro o no misogino,real,,,,,,,
Más de 1 año la zorra de la presidenta dando largas con las cifras de los desaparecidos y todo el santo día exigiendo disculpas de España.... La muy p....,1,explicita,real,,,,,,,
Cuando salga (si es que sale) @USER de la cárcel también va a regresar al PRI?,0,neutro o no misogino,real,,,,,,,
Y QUE HACE @USER .¡Mira el video de adn Noticias! #TikTok,0,neutro o no misogino,real,,,,,,,
La imagen más imponente que verás el día de hoy @USER,0,neutro o no misogino,real,,,,,,,
"… pinche gente HIPÓCRITA! El país está de la chingada, y ustedes llorando por Cuba, no es que no tengamos empatía, pero todo lo que despilfarran, lo necesita MÉXICO.",0,neutro o no misogino,real,,,,,,,
"Neta , neta #nomamar están bien adrotinados",0,neutro o no misogino,real,,,,,,,
Monreal qué? Es responsabilidad del @USER su presidente @USER y el cobijo que le proporciona @USER,0,neutro o no misogino,real,,,,,,,
Pues aún no ha hecho ni una,0,neutro o no misogino,real,,,,,,,
"Los que no deberian dormir son Canel y Raul Castro, lks directamente responsables, el otrl Catro ya se surmio GAD, te haceguro que ellos si tienen energia eléctrica.",0,neutro o no misogino,real,,,,,,,
Excelente,0,neutro o no misogino,real,,,,,,,
Para las diapositivas de la mañanera @USER @USER sin cromarla @USER @USER @USER,0,neutro o no misogino,real,,,,,,,
No pongas fotos ni videos trucados.KEIKO PRESIDENTA NO HAY MAS.,1,explicita,real,,,,,,,
Ya wey cagas perra neta ya callate droga judia,1,explicita,real,,,,,,,
"Se decía desde el sexenio pasado, que si el presidente era honesto, todos serían honestos, entonces: PresidentA Secretarios Gobernadores Presidentes Municipales ¿Alguna secretaría o organismo se salva?",0,neutro o no misogino,real,,,,,,,
"Siempre PEMEX fue, es y será la caja chica del gobierno y mas ahora con @USER y el huachicol que no quieren sacar toda la porquería que dejo AMLO, esta si es una de sus tanta herencias malditas, no gestionan una empresa que deje ganancias a Mexico no a los político viles.",0,neutro o no misogino,real,,,,,,,
Excelentes acciones Sr Gobernador Alejandro Armenta #PorAmorAPuebla #PensarEnGrande,0,neutro o no misogino,real,,,,,,,
"También apoyas a está mantenida inútil ? Gastando dinero del erario público en campañas anticipadas, que son contra la ley, Andrea Chavez tan solo es la querida del corrupto huachicolero Adán Augusto",1,explicita,real,,,,,,,
"Mejor vete a hacer lo único que sabes hacer, HDTRPM!! Mamar verga!!!!",1,explicita,real,,,,,,,
"NOTE EQUIVOQUES LA RATERA DEL ORO @USER ES PRESIRVIENTA PRO-VI-SIO-NAL HASTA QUE SE REALICEN LOS COMICIOS Y EL FISCAL NUEVO,EL MINISTRO DE DEFENSA LADRÓN,VERDUGO GONZÁLEZ LÓPEZ TAMBIEN VA PA' FUERA Y 1X1 RENDIRÁN CUENTAS DEL ROBO LA TORTURA Y MUERTE DE LOS VZLANOS",1,explicita,real,,,,,,,
En verdaderes idiota,1,explicita,real,,,,,,,
"Se pone a hablar de lo que pasó hace 500 años para ocultar su inutilidad para resolver los problemas actuales. Que se ocupe de la inseguridad actual de su narcoestado de mierda, donde muchas mujeres son asesinadas y violentadas.",0,neutro o no misogino,real,,,,,,,
"Pues no que en Sep 2025. Se maman esos pendejos, y quien los iba a desareollar? Si de SUS universidades sale puro pendejo y ESO SI Salen.",0,neutro o no misogino,real,,,,,,,
Grandes acciones Sr Gobernador Alejandro Armenta #PorAmorAPuebla #PensarEnGrande,0,neutro o no misogino,real,,,,,,,
Amenaza la CNTE con interrumpir la justa mundialista ¿qué dice la presidenta?,0,neutro o no misogino,real,,,,,,,
"Lo que ocurre es culpa de su gobierno, de nadie más. En el momento no hay dos tipos de personas las que quieren ser comunistas y las que disfrutan la libertad.",0,neutro o no misogino,real,,,,,,,
Así como estos interesante,0,neutro o no misogino,real,,,,,,,
"100 mdp por km, $95,500 el ml, para una obra ornamental, no prioritaria y con nulo beneficio social, es algo totalmente desproporcionado. Un despropósito si no se ha atendido antes el saneamiento del río",0,neutro o no misogino,real,,,,,,,
"Que chingue a su madre la ""Pre-Sirvienta""...!! Pinche momia estirada. Mascota del narco-vejete jodido de Macuspana...!!",1,explicita,real,,,,,,,
Quien dijo que ella era presidenta cuando!!! Si es una titere ilegitima,1,explicita,real,,,,,,,
"Insiste la #CNTE : si no hay solución, no rodará el balón. ¿Qué dice la Presidenta @USER al respecto? #Mundial2026",0,neutro o no misogino,real,,,,,,,
"La presirvientA se junta con puro narcopolítico, algo les debe la corrupta.",1,explicita,real,,,,,,,
"Ahora resulta que Adán Augusto López es millonario gracias a una herencia igual que López Obrador, igual que Rocío Nahle, igual que Ricardo Monreal, igual que Noroña, igual que Claudia Sheinbaum. Y Según ellos decían que venían del pueblo y que no tenían nada.",0,neutro o no misogino,real,,,,,,,
Ernestina Carro Roldán la Fiscal General más Incompetente y Corrupta que ha tenido Tlaxcala por eso le tiran las Sentencias a Doña Corrupta,0,neutro o no misogino,real,,,,,,,
Perdón pero esa señora no sabe ni escribir su nombre solo es una más del costal de la corrupción en Tlaxcala pero que no Seles olvide que son nuestros Empleados incluso La estupida inepta corrupta de Lorena cuellar,1,explicita,real,,,,,,,
La gente está harta de que @USER solo haga giras para su propaganda y no se resuelva nada en este país. La gente de Michoacán le dice incompetente.,0,neutro o no misogino,real,,,,,,,
"#CartaAbierta: A @USER y a un gobierno sin Estado de derecho llamado @USER , ambos bajo el mando y orden de @USER.",1,explicita,real,,,,,,,
"Ay, no: me da miedo que ahora te obliguen a pedirle perdón 30 veces seguidas a la #Presirvienta, ¡oh, insigne perpetradora de la más brutal y despiadada violencia política de género!",1,explicita,real,,,,,,,
Unos irresponsables oportunistas de mierda. ¿ cuando se harán responsables del pais wie dicen gobernar y de.todos sus muertos y criminales serviles a su movimiento?,0,neutro o no misogino,real,,,,,,,
Si cada vez caen más bajo. La presi es una bufona.,1,explicita,real,,,,,,,
"Si @USER trata mal a su esposo y lo reprende en público, ¿qué pueden esperar los integrantes de su equipo de colaboradores. Aseguran sus cercanos que los trata tan mal que llega hasta la humillación con sus gritos y regaños. Tiene una personalidad neurótica e irascible.",1,explicita,real,,,,,,,
"El maquillaje hace milagros; eso lo sabemos las mujeres. Por ejemplo: Claudia Sheinbaum es fea, pero tiene buen maquillista y un cirujano plástico que hace buena chamba con el bótox.",1,explicita,real,,,,,,,
"Claudia (@USER) es una criminal. Lo fue como jefa de gobierno y lo es ahora, tras desacatar a una juez. Su impunidad siempre ha sido respaldada por Ernestina Godoy. Conoce más en el libro ""La Gran Farsante"". A la venta en Amazon y Mercado Libre.",0,neutro o no misogino,real,,,,,,,
"No hay nada más feminista que @USER vestida de morado rodeada de puro macho militar. Quién la asesora, que en su afán de hacerla ver poderosa lo único que lograron es que se vea aún más chiquita de lo que es..",1,explicita,real,,,,,,,
"No es que Sheinbaum haya caído bajo la malévola tutela de #ElCacas. No, Claudia no se hizo mala. LA MALDAD ES SU NATURALEZA. Como madre, esposa, alcaldesa, Jefa de Gobierno y Presidente resultó ser un DESASTRE. Su carácter inestable, su soberbia y talante autoritario es Hitleriano.",1,explicita,real,,,,,,,
"La mona aunque se vista de seda…@USER gasta 92 mil pesos mensuales por maquillaje, más las extensiones y la ropa que estrena todos los días.",1,explicita,real,,,,,,,
"Sabemos que todo morena son narcos y el gobierno es un narcogobierno, ALV con su soberanía, ni el mierdas Obrador, ni Claudia Shein son la soberanía",1,explicita,real,,,,,,,
"Gobierna una mujer #Opinión de Bernardo Bátiz V. Importa también recordar que en varias secretarías de Estado y en otros altos cargos del servicio público, encontramos mujeres al frente de responsabilidades y tareas de mucha importancia.",0,neutro o no misogino,real,,,,,,,
Nada puede salir bien de alguien a la que llaman LA JEFA. Ni de izquierda ni de derecha.,0,neutro o no misogino,real,,,,,,,
"La diputada del PT, Lilia Aguilar, responde a cuestionamientos; denuncia ser víctima de acoso y violencia digital. Esto tras las críticas de su partido a la reforma electoral y tras revelarse que en su declaración patrimonial aparece una propiedad valuada en 16.7 millones de pesos. Señaló que los ataques no solo provienen de la oposición, sino también de perfiles vinculados a Morena.",0,neutro o no misogino,real,,,,,,,
Violencia es tener a todos estos tipejos y tipejas narcopoliticos que llegando al poder se olvidan de todas las promesas y se despachan con la cuchara grande y finos para crucificar y hacerse pendejos cuando les conviene,0,neutro o no misogino,real,,,,,,,
"O sea que si eres mujer de morena, puedes ser corrupta?",1,explicita,real,,,,,,,
"Primero traiciona la 4T , ahora pretende coartar la libre expresión de las personas mira mira entre más, más cobre le sale , decirle sus verdades ahora le resulta acoso y lo que le sigue es la desaparición del PT junto con el PVEM",0,neutro o no misogino,real,,,,,,,
"Mujeres corrientísimas, sin preparación y mucho menos las tablas para representar a nadie. De eso está lleno @USER",1,benevolente,real,,,,,,,
"Admiro su ecuanimidad y el respeto con que trata a esa mujer, Señor Turcott. Yo, sinceramente, no le tengo ni el más mínimo respeto a esa fulana bravera.",1,benevolente,real,,,,,,,
Ya ve @USER cómo está usted cada vez más cerca a la ultraderecha facista??? Luego no lloren cuando pidan el voto,0,neutro o no misogino,real,,,,,,,
"Pues a ver si es cierto, con que a la mera hora no se rajen y reciban los millones ir Morena les quiere soltar y así terminen vendiendo a México, porque cabe constar que desde que empezó esta legislatura solo han sido unos levantadedos",0,neutro o no misogino,real,,,,,,,
"No, @USER no coincide con la gente buena de México, solo quiere más dinero por parte de @USER cambiar su postura, y si no la cambia, será gracias a @USER y la presión que está ejerciendo para que México no termine la transformación al comunismo",0,neutro o no misogino,real,,,,,,,
Senadora ? Trepadora !!!,1,explicita,real,,,,,,,
La senadora @USER los mete al @USER como a su casa. Adán Augusto López huyó en un taxi Rosa.,1,explicita,real,,,,,,,
"a la señora Tellez se sabe lo miserable que es, pero que lo secunde una segun periodista, que bajeza",0,neutro o no misogino,real,,,,,,,
"Jajajajaja. Conociendo a Quintero, segurito aún no termina de hablar...La cenagorda de tragar... Y tú, de correr como María Candelaria.",1,explicita,real,,,,,,,
"Doctora seguimos esperando la rendición de cuentas de lo sucedido el la Línea 12 y el Rebsamen y eso como para cuando ? Y por favor deje de hablar de tonterías como la reforma eléctrica, el litio y la reforma electoral que por cierto no pasará !",0,neutro o no misogino,real,,,,,,,
"Correcto princesa Lela, más centros universitarios cúspide, más ministras piratas como @USER y con la preparación de una tortilla con sal, si la mismísima hija de su putisma madre @USER#NarcoCandidataClaudia16 #NarcoCandidataClaudia17",1,explicita,real,,,,,,,
"Así tienen @USER y tú a México, salpicado de sangre. Miserables narcos. #AMLOelNarco #ClaudiaNarcoCalca",1,explicita,real,,,,,,,
"#NarcoCandidataClaudia15 promete más universidades??! Hay 100 nuevas que están vacías. El crimen organizado que la 4t fomenta no tiene intenciones de estudiar. Extorsionando están felices, felices.",1,explicita,real,,,,,,,
Corrupta. Que pague una estética de lujo. Eso sí que se quite el Juana.,1,explicita,real,,,,,,,
"| ""Nos corresponde seguir apoyando a Cuba"": La presirvienta Claudia Sheinbaum afirmó que México siempre ha ayudado a sostener al régimen cubano enviando recursos gratis y criticó a quienes no quieran donar a la cuenta fraudulenta de AMLO.",1,explicita,real,,,,,,,
"| NO LA INVITARON: La presirvienta Claudia Sheinbaum confirmó que México no fue invitado a la cumbre Escudo de las Américas porque, según ella ""ya existía un acuerdo previo con Estados Unidos"" en seguridad: ""No fuimos invitados pero no necesitabamos ser invitados"".",1,explicita,real,,,,,,,
"Es tanta la IMPUNIDAD, OPACIDAD, NEPOTISMO, TRÁFICO de INFLUENCIAS e incluso MIEDO que le tienen al narco corrupto de @USER que en su consejo alaban su nombre las pin... del estiercolero @USER Y la #presirvienta @USER bien gracias...",1,explicita,real,,,,,,,
La Presirvienta del Bienestar,1,explicita,real,,,,,,,
"Hasta el momento @USER, pero la presirvienta creo que lo va a empatar en menos tiempo.",1,explicita,real,,,,,,,
"Aquí está su sistema de salud en México @USER @USER!! Son una vergüenza !! A la #Presirvienta le importa más apoderarse de las elecciones en México que atender la salud de los mexicanos, antes cuando menos los hospitales parecían hoteles puras camas sin insumos! Ahora ni un miserable cama !!! El colmo !!! Miserables !! Pero los políticos millonarios ! Y sin que nadie les toque un pelo !",1,explicita,real,,,,,,,
"Es una vergüenza la presirvienta seleccionada por el PEJELAGARTO. A nivel mundial, solo es el hazme reir, digna de gobernar a gente pejedenja. Gente de segunda escoge gente de tercera y de cuarta. Vean si no...hay un retardo claro.",1,explicita,real,,,,,,,
Lo bueno es que a @USER le vale madre lo que diga la psicópata presirvientA.,1,explicita,real,,,,,,,
"Querida presirvientA. Creo que no debería promocionar al compañero Kim. Tiene más del 90% de aceptación y sus chichis de limón, no convencieron a mas del 50% de votantes, 30% de la población. Es como si McDonalds felicitase a Burger king.",1,explicita,real,,,,,,,
"Por el momento es una DERROTA que no se haya aprobado la ""#ReformaElectoral"" del esquizofrénico de @USER y enfatizó que NO ES de la #Presirvienta @USER pero existe un plan B, no van a soltar el poder tan fácilmente…",1,explicita,real,,,,,,,
"Y donde estaban cuando descuartizaban a chamacos y se los comían? Rara la forma de establecer prioridades de la presirvienta y su equipo, perdón, el equipo del kakash",1,explicita,real,,,,,,,
